timestamp,light1,light2,light3,error1,error2,error3,left,right
1762808193.039,0,0,0,35.000,35.000,35.000,72.00,-12.00
1762808193.072,0,0,0,35.000,35.000,35.000,72.00,-12.00
1762808193.106,0,0,0,35.000,35.000,35.000,72.00,-12.00
1762808193.138,0,0,0,35.000,35.000,35.000,72.00,-12.00
1762808193.172,0,0,0,35.000,35.000,35.000,72.00,-12.00
1762808193.206,0,0,0,35.000,35.000,35.000,72.00,-12.00
1762808193.239,0,0,0,35.000,35.000,35.000,72.00,-12.00
1762808193.277,0,0,0,35.000,35.000,35.000,72.00,-12.00
1762808193.310,0,0,0,35.000,35.000,35.000,72.00,-12.00
1762808193.346,0,0,0,35.000,35.000,35.000,72.00,-12.00
1762808193.378,0,0,0,35.000,35.000,35.000,72.00,-12.00
1762808193.418,0,0,0,35.000,35.000,35.000,72.00,-12.00
1762808193.450,0,0,0,35.000,35.000,35.000,72.00,-12.00
1762808193.486,0,0,0,35.000,35.000,35.000,72.00,-12.00
1762808193.520,0,0,0,35.000,35.000,35.000,72.00,-12.00
1762808193.552,0,0,0,35.000,35.000,35.000,72.00,-12.00
1762808193.585,0,0,0,35.000,35.000,35.000,72.00,-12.00
1762808193.619,0,0,0,35.000,35.000,35.000,72.00,-12.00
1762808193.658,0,0,0,35.000,35.000,35.000,72.00,-12.00
1762808193.695,0,0,0,35.000,35.000,35.000,72.00,-12.00
1762808193.728,0,0,0,35.000,35.000,35.000,72.00,-12.00
1762808193.759,0,0,0,35.000,35.000,35.000,72.00,-12.00
1762808193.794,0,0,0,35.000,35.000,35.000,72.00,-12.00
1762808193.828,0,0,0,35.000,35.000,35.000,72.00,-12.00
1762808193.861,0,0,0,35.000,35.000,35.000,72.00,-12.00
1762808193.898,0,0,0,35.000,35.000,35.000,72.00,-12.00
