48,54,8,87,90
48,54,8,88,92
48,54,8,88,92
48,54,9,86,92
48,54,9,89,92
48,55,8,93,92
49,55,9,94,89
49,56,9,95,90
49,55,8,93,88
49,55,9,93,88
49,54,9,92,85
49,55,9,87,86
49,55,9,87,88
49,54,9,90,88
48,53,9,91,89
49,54,10,93,91
49,54,10,92,88
48,54,10,91,89
49,54,11,88,90
49,54,12,89,89
48,54,13,87,89
49,55,15,87,92
48,54,17,88,92
48,53,19,88,91
49,53,22,88,93
48,54,24,93,96
49,54,27,91,94
48,54,28,90,89
49,54,31,93,89
49,54,37,92,91
48,54,39,86,87
49,55,43,93,86
49,55,44,96,21
49,55,44,98,-59
48,54,43,94,-95
49,55,44,96,-94
47,54,41,97,-87
46,54,39,97,-90
46,54,34,98,-94
46,54,32,100,-99
46,54,27,101,-98
45,54,22,102,-99
45,55,18,104,-99
45,55,17,104,-95
44,55,10,102,-97
44,55,10,95,-98
44,55,10,93,-97
44,55,10,95,-96
44,55,10,98,-94
43,55,10,98,-90
42,54,9,99,-93
43,55,8,102,-99
42,54,8,101,-101
42,54,8,102,-101
43,54,8,101,-101
42,53,8,97,-104
42,53,8,96,-107
42,53,8,99,-109
42,52,8,100,-106
43,53,8,97,-103
43,53,9,99,-97
42,53,11,103,-101
43,54,16,106,-102
43,54,25,97,-101
42,54,34,100,-96
43,54,41,99,-97
43,53,46,99,-99
42,52,49,102,-100
42,51,50,104,-101
41,48,51,99,-99
42,46,52,105,-101
41,42,53,101,-100
42,38,53,97,-99
42,35,53,97,-99
42,31,53,98,-100
42,27,53,99,-101
42,23,53,100,-102
43,20,53,99,-104
42,17,53,98,-104
44,12,53,101,-103
44,10,53,103,-101
44,10,53,106,-101
44,9,53,98,-92
44,8,53,94,-28
45,8,53,94,48
45,8,54,86,88
45,9,53,87,88
46,8,54,91,78
46,9,53,90,71
47,9,54,95,70
47,9,54,94,78
47,9,54,96,84
47,9,54,95,85
48,9,54,93,86
48,9,54,91,90
49,9,54,93,91
49,9,54,93,93
48,9,54,92,90
48,9,54,88,94
48,8,55,89,92
47,9,54,91,90
47,9,54,92,92
48,8,54,90,89
48,8,54,87,92
48,9,54,88,90
48,8,54,87,92
48,9,54,90,91
48,8,54,90,88
48,8,54,89,91
49,8,54,90,92
49,8,54,88,89
49,8,55,92,91
48,9,55,90,89
49,9,55,91,90
48,8,54,90,90
47,8,54,90,89
47,9,54,92,91
47,9,54,90,88
47,9,54,89,90
47,9,54,89,89
48,8,55,89,91
47,9,55,87,93
47,10,56,92,93
48,10,55,93,91
47,10,56,89,91
47,10,56,88,91
47,11,55,87,88
48,11,55,87,93
48,11,55,88,93
48,11,55,88,91
48,12,55,92,90
48,12,55,92,88
48,12,55,93,90
48,13,55,94,92
48,13,55,93,90
48,14,54,93,92
47,14,55,90,92
47,14,55,89,88
47,15,55,90,92
47,15,56,91,93
47,16,55,92,92
47,16,56,91,88
47,16,55,88,88
47,16,55,88,89
47,17,55,91,88
47,17,55,90,89
47,18,55,92,90
47,19,55,89,91
47,19,55,88,88
47,20,55,86,87
47,21,55,87,88
47,21,54,87,89
47,22,54,89,88
47,24,55,90,90
48,25,54,94,89
47,26,54,96,89
47,28,54,96,90
47,29,54,94,92
47,30,55,89,93
47,32,54,88,92
47,33,55,90,90
47,35,55,89,91
47,36,55,92,88
47,38,55,91,90
47,39,54,90,90
47,40,54,93,89
47,42,53,89,83
47,44,54,94,-19
46,46,54,95,-94
44,46,53,99,-89
41,48,53,97,-97
39,50,53,98,-95
34,52,53,101,-98
29,53,53,103,-98
24,53,53,103,-99
20,54,53,101,-99
15,54,53,99,-95
13,54,53,96,-98
10,53,53,100,-100
8,54,53,100,-102
6,53,53,101,-97
6,53,53,101,-99
6,53,53,97,-101
6,53,53,98,-100
6,53,53,100,-102
6,53,53,102,-103
6,54,53,104,-103
6,54,53,105,-102
6,54,53,104,-100
6,54,53,99,-99
6,54,53,98,-98
6,54,53,98,-98
6,54,52,97,-97
6,53,53,98,-98
6,54,53,99,-101
7,53,53,101,-98
9,53,53,99,-101
15,53,54,100,-103
17,53,55,105,-102
18,53,55,106,-100
22,53,55,103,-99
26,54,55,98,-99
29,53,55,99,-97
31,53,55,101,-97
34,53,55,99,-97
37,53,55,96,-97
39,54,55,99,-99
42,53,53,102,-101
44,54,54,27,-21
43,54,54,-64,57
43,54,54,-94,115
43,54,54,-97,97
44,53,54,-92,81
44,54,54,-88,82
44,54,54,-91,97
45,54,56,-96,102
42,54,56,-94,97
40,54,56,-96,93
36,54,56,-97,95
31,54,56,-100,99
24,54,56,-100,99
19,54,56,-101,98
14,54,55,-99,101
10,54,55,-97,104
8,55,55,-96,105
7,55,55,-97,110
6,55,54,-99,110
5,55,55,-102,104
5,55,55,-99,98
5,55,54,-97,100
6,55,55,-98,98
6,55,55,-94,99
6,55,55,-97,99
6,54,55,-104,97
6,55,55,-106,99
6,55,55,-104,99
6,55,55,-102,100
8,55,55,-101,100
10,55,55,-100,102
14,55,55,-100,99
18,55,55,-100,99
24,55,55,-101,98
31,54,55,-101,100
38,52,55,-101,101
46,47,55,-95,101
51,37,55,-102,99
52,32,55,-102,100
54,24,55,-101,100
54,20,55,-102,98
54,16,55,-103,99
54,13,55,-104,101
54,11,55,-104,99
54,10,55,-102,99
54,9,55,-101,99
54,8,55,-102,97
55,9,56,-91,90
55,8,55,93,87
55,8,55,105,86
55,9,55,98,89
55,9,56,88,94
55,9,56,79,92
55,9,55,80,97
54,9,56,86,94
55,8,56,88,95
55,9,56,88,89
55,9,56,87,89
55,9,56,85,90
55,9,56,87,92
55,9,56,89,92
55,9,55,88,91
55,9,56,89,92
55,9,55,90,89
54,9,55,89,91
54,9,55,90,88
55,9,55,90,89
55,9,55,91,89
54,9,55,91,88
54,9,55,88,88
55,9,56,88,89
54,9,55,90,89
54,9,55,92,96
54,9,55,92,92
54,9,55,95,91
54,9,55,91,91
54,9,55,89,92
54,9,55,90,89
54,9,55,88,91
54,9,55,90,90
54,8,55,90,86
54,9,54,90,91
54,10,55,89,92
55,9,55,91,89
54,9,54,88,88
55,9,55,93,92
55,9,55,92,93
55,9,55,90,90
55,9,55,91,89
55,9,55,90,89
55,10,55,89,91
55,9,55,88,89
55,9,55,90,89
55,10,55,88,90
55,9,55,90,88
55,9,55,89,89
55,9,54,87,91
55,9,54,88,88
55,9,53,89,88
55,9,53,89,89
55,9,54,91,89
55,9,54,92,89
55,9,54,91,91
55,9,54,92,93
54,9,54,91,94
54,9,54,87,92
55,9,54,93,90
55,9,54,89,92
55,9,54,90,91
55,9,54,90,91
55,9,54,89,89
55,9,54,91,87
55,9,54,90,90
55,9,54,90,91
55,10,54,91,88
55,9,54,89,88
55,9,54,91,91
55,9,55,90,90
55,9,54,93,90
55,9,54,91,89
54,9,54,90,90
54,9,55,88,91
54,9,55,92,91
54,9,55,88,92
54,9,55,85,89
54,9,55,85,89
54,9,55,92,89
53,9,55,90,90
53,9,55,89,87
54,10,55,91,86
53,9,55,89,89
54,10,55,91,90
54,10,55,88,92
54,10,55,90,94
54,10,55,90,93
54,10,55,92,91
54,10,55,90,91
54,10,55,90,90
54,10,54,91,87
53,10,55,89,90
53,10,55,89,91
53,10,55,91,93
54,10,55,92,94
54,10,55,90,93
54,10,55,91,92
54,10,55,89,92
54,10,55,91,93
54,10,55,92,94
54,10,55,94,89
54,10,55,95,90
54,10,55,91,90
54,10,55,88,91
54,10,55,88,91
54,10,55,89,91
54,10,55,87,90
55,10,55,86,88
54,10,55,85,87
54,10,55,87,89
54,10,55,90,87
54,10,55,90,90
54,10,56,91,88
54,11,55,92,87
54,11,55,92,89
54,11,55,85,88
54,10,55,84,89
54,11,55,87,90
54,11,55,91,91
55,11,55,91,90
55,11,55,93,90
54,11,55,92,89
54,11,54,93,89
55,11,54,91,90
55,11,53,92,90
55,11,53,91,87
54,12,53,86,89
54,12,53,87,92
55,12,54,89,91
54,12,54,89,87
55,12,54,89,92
55,12,54,89,90
54,12,54,92,90
54,12,54,92,90
54,12,54,93,89
54,12,55,92,89
53,12,54,87,91
52,12,55,88,89
52,13,55,89,90
52,13,55,91,91
51,13,55,92,92
51,13,55,93,89
51,13,55,91,90
51,13,55,91,92
52,13,55,93,89
52,13,55,92,91
52,13,54,91,93
53,13,54,90,92
52,13,55,92,90
52,13,55,93,91
52,14,55,91,90
52,14,55,90,90
52,14,55,90,89
52,14,55,91,87
52,14,55,88,87
53,14,54,86,87
53,15,54,85,88
53,15,55,91,89
53,16,54,89,87
53,16,54,90,89
53,16,55,92,91
53,17,55,92,91
52,17,55,89,92
52,17,55,89,87
52,17,55,89,87
52,18,54,89,87
52,18,55,88,90
52,19,55,92,93
52,19,54,94,94
52,19,55,93,92
52,19,55,93,90
52,19,55,90,90
52,19,54,91,89
52,19,54,92,91
52,20,54,88,92
52,20,54,89,93
53,21,53,90,91
53,21,53,90,91
53,22,53,91,94
54,23,53,90,91
53,23,54,89,89
53,23,53,89,89
53,24,53,89,89
53,24,54,90,92
53,25,53,89,91
52,25,53,91,88
52,26,54,91,91
52,27,54,91,91
53,28,55,92,92
53,28,54,90,92
53,29,55,89,92
53,29,55,90,92
52,30,55,91,90
53,31,54,91,91
52,32,54,89,91
52,33,54,90,89
52,33,54,92,89
52,34,55,86,89
52,35,55,88,90
52,35,55,90,90
52,35,54,92,89
52,35,55,88,90
52,36,55,90,89
52,36,55,90,90
52,37,54,90,88
53,38,55,92,90
53,38,55,88,92
54,38,55,91,92
54,39,55,90,93
54,40,55,89,91
54,41,55,91,91
54,42,55,90,91
55,44,55,-54,94
54,49,53,-98,94
53,53,47,-97,103
53,53,29,-94,96
52,53,23,-97,98
52,53,20,-99,100
52,53,14,-96,100
52,53,14,-96,99
52,52,11,-99,101
52,52,10,-99,98
51,52,9,-98,97
51,52,8,-98,97
52,53,9,-98,95
52,53,8,-99,97
52,53,9,-99,99
52,53,9,-100,100
52,53,8,-102,99
52,53,10,-103,101
52,53,11,-104,103
52,53,9,-104,103
52,53,13,-100,102
52,53,13,-97,104
53,53,21,-99,103
53,53,26,-97,101
53,53,36,-97,100
53,53,40,-100,101
53,53,45,-101,103
53,53,48,-101,104
53,53,52,-73,82
53,53,53,19,-39
53,53,52,73,-96
53,53,52,110,-98
53,53,52,107,-92
53,53,52,92,-84
54,54,49,89,-94
54,54,44,94,-100
53,54,35,98,-103
53,54,25,99,-101
53,54,22,98,-101
53,53,17,97,-102
52,53,10,98,-97
52,53,9,95,-97
52,53,11,95,-99
52,53,9,96,-96
52,53,9,98,-99
51,53,9,101,-100
51,53,9,97,-100
51,53,8,98,-97
51,53,8,99,-99
50,53,8,99,-99
50,53,8,96,-100
49,53,9,98,-99
49,53,11,99,-99
49,53,12,101,-100
48,53,13,101,-99
49,53,13,100,-100
49,53,20,101,-102
49,54,27,98,-102
49,53,30,100,-97
49,53,39,101,-100
49,53,43,102,-99
49,52,47,101,-98
50,51,50,102,-104
50,48,53,100,-98
51,42,54,101,-98
51,33,54,103,-102
50,26,54,98,-102
50,21,54,99,-98
51,18,54,100,-100
51,13,54,102,-103
51,9,54,101,-103
51,11,54,98,-91
50,9,54,95,0
51,9,53,93,94
50,9,54,87,96
51,10,54,91,87
50,10,54,90,80
49,10,54,89,76
49,9,54,91,79
49,8,53,95,83
49,9,53,94,85
50,9,54,93,88
50,10,54,95,89
50,9,54,92,89
51,9,54,92,89
51,9,54,89,89
51,9,54,91,89
50,9,54,91,90
50,9,54,91,91
50,9,54,90,93
50,9,55,91,91
49,9,54,90,91
49,8,54,90,91
49,9,54,91,89
50,9,54,92,90
50,9,53,91,90
50,9,53,90,91
50,9,54,88,91
51,9,54,85,89
50,9,53,88,92
50,9,53,90,90
50,9,53,92,90
50,9,54,92,89
50,9,54,90,90
50,9,54,89,86
50,10,53,88,90
50,10,53,87,91
50,10,53,88,90
50,10,53,89,91
50,10,53,91,90
50,11,53,91,92
50,11,52,91,92
50,11,51,92,91
50,11,51,92,92
50,11,50,89,90
50,10,49,90,86
50,9,45,92,85
50,9,45,93,88
50,9,46,89,85
50,9,51,90,89
50,11,52,89,86
50,14,52,93,89
49,14,52,90,89
49,12,52,87,91
49,13,52,88,94
49,16,52,91,99
49,16,53,89,96
48,16,53,88,93
48,17,53,90,93
46,17,53,89,94
45,17,53,87,93
40,18,53,87,88
40,19,53,89,91
44,20,53,91,86
46,20,53,90,89
47,20,53,94,89
48,21,53,94,91
48,22,53,92,93
49,23,53,93,90
49,23,54,89,92
49,24,53,86,91
49,25,52,88,89
49,26,53,88,91
49,27,52,90,89
49,27,53,91,93
49,27,53,92,90
49,28,52,89,87
49,28,53,91,88
49,28,53,92,92
49,28,53,93,90
49,29,54,92,89
49,29,53,92,86
49,30,53,91,90
49,30,53,91,91
49,31,53,89,91
49,31,53,89,96
49,30,54,91,91
49,30,54,91,93
49,30,54,89,93
49,29,54,91,93
48,29,53,90,91
48,29,54,87,91
47,28,53,88,89
47,28,54,90,88
47,26,53,91,88
47,26,54,90,85
47,25,54,92,88
47,24,54,91,89
48,23,53,88,90
47,22,54,88,89
48,21,53,91,91
48,20,53,91,92
48,18,53,90,89
48,16,53,92,89
48,16,53,91,90
48,15,53,92,89
48,13,54,89,87
48,12,53,89,89
48,12,53,88,90
48,11,53,89,85
49,11,53,86,87
49,10,53,89,92
49,10,54,90,90
49,9,54,91,88
49,9,53,90,88
49,9,53,89,89
48,9,53,90,88
48,9,53,90,91
49,9,53,90,91
48,9,54,90,90
48,9,53,91,93
48,9,54,88,89
49,8,53,90,92
49,9,54,88,90
49,9,53,90,89
50,9,53,92,91
51,9,53,91,91
51,9,53,87,89
52,9,53,92,93
52,9,53,93,88
51,9,54,87,89
51,10,54,92,90
51,10,54,89,92
50,10,53,89,90
50,10,53,91,95
50,10,53,89,92
50,11,53,87,91
50,11,52,87,90
50,12,52,90,92
51,14,51,90,91
51,15,50,89,90
52,18,49,92,91
52,20,47,94,89
52,23,47,91,91
52,27,43,87,88
52,31,38,87,87
52,36,31,87,86
52,40,28,87,86
52,43,28,88,90
51,46,24,92,91
51,50,19,90,89
52,52,13,88,91
51,53,11,91,91
51,53,9,87,89
52,54,9,91,93
51,54,8,92,94
51,54,8,91,94
51,54,9,90,92
51,54,8,90,92
51,53,9,91,91
51,53,9,89,86
51,53,9,88,89
51,53,9,93,88
51,53,8,92,90
50,53,8,90,88
50,53,8,89,88
49,53,9,88,94
49,53,9,91,91
49,53,9,90,91
49,53,10,90,90
50,54,11,91,90
50,54,15,91,91
51,54,16,93,89
51,53,22,90,90
50,53,31,90,91
51,53,37,91,93
50,53,42,92,92
50,54,47,91,84
50,54,52,94,79
49,54,53,93,-95
49,54,53,90,-103
50,55,52,87,-95
49,53,50,88,-89
49,54,47,99,-94
49,53,42,104,-95
49,53,36,108,-98
49,53,31,107,-98
49,53,27,104,-100
49,53,23,99,-101
49,53,20,100,-99
48,53,15,103,-93
48,53,15,103,-98
47,53,11,101,-99
47,53,10,103,-98
47,53,9,105,-100
47,54,9,105,-98
47,53,9,102,-99
47,54,9,102,-101
47,53,9,101,-101
47,53,8,93,-102
47,53,8,98,-103
47,53,8,99,-103
47,53,9,99,-101
48,53,9,102,-100
49,53,12,106,-99
49,53,17,108,-99
49,53,22,105,-100
50,53,22,103,-100
49,52,27,98,-99
49,51,32,92,-98
49,48,38,93,-100
49,44,46,98,-102
48,37,50,100,-101
48,30,52,103,-102
48,25,53,102,-101
47,19,54,98,-96
47,16,55,99,-98
48,14,55,99,-97
48,12,55,98,-99
49,10,55,101,-99
49,10,54,104,-98
49,9,54,101,-92
49,9,54,98,-71
49,9,53,95,20
49,9,54,90,74
50,9,54,88,90
50,9,55,88,84
50,10,54,86,78
50,10,54,95,73
49,9,52,96,83
50,10,53,95,88
50,9,53,94,89
50,10,54,93,91
50,9,53,90,89
50,10,53,89,92
51,10,54,92,90
51,10,54,91,94
50,11,54,88,91
50,11,54,89,88
50,12,53,94,89
50,13,53,91,92
51,15,53,92,91
51,17,53,92,91
51,19,53,90,90
51,21,54,92,88
51,23,53,90,90
51,25,53,89,90
51,29,53,88,90
50,34,53,89,91
51,37,51,90,90
50,40,50,90,86
51,47,46,91,66
51,48,44,94,0
51,48,44,91,-80
50,48,44,88,-92
50,46,47,99,-84
50,40,49,99,-91
50,33,53,105,-100
50,27,53,112,-104
50,20,54,114,-97
49,16,53,106,-101
49,14,53,95,-101
49,12,53,92,-99
49,11,53,99,-98
49,10,54,99,-101
49,10,53,100,-101
49,9,53,98,-100
50,9,53,94,-28
50,9,53,93,46
50,9,53,87,82
50,10,54,89,97
50,9,53,89,87
50,10,53,90,81
50,9,53,94,78
50,9,53,96,78
50,9,53,91,82
50,9,53,91,86
50,9,53,94,86
51,9,53,92,91
51,10,53,91,89
50,9,53,91,86
50,9,53,90,88
50,9,53,90,90
50,9,53,90,90
50,9,53,91,91
50,10,53,89,93
50,9,53,88,89
49,10,53,89,94
50,10,53,90,91
49,10,54,91,90
49,10,53,89,89
50,11,53,90,89
50,11,53,89,90
50,12,53,90,90
50,12,53,91,92
50,13,53,92,91
50,14,54,88,91
50,15,54,91,93
50,16,54,92,92
50,17,53,92,92
50,19,54,91,91
50,21,53,89,89
50,23,53,89,88
50,25,53,87,90
50,26,53,89,89
50,29,53,93,89
50,32,53,91,89
50,34,52,89,90
50,37,53,89,93
50,39,52,90,91
49,44,50,89,86
49,47,49,91,-58
49,46,50,93,-99
49,43,51,96,-90
49,37,52,99,-92
49,32,53,102,-94
49,25,53,105,-98
49,21,53,105,-95
49,18,53,102,-97
49,15,54,100,-97
49,13,53,99,-98
49,11,54,102,-97
49,10,53,103,-98
49,10,53,97,-101
49,9,53,101,-97
49,9,54,102,-26
50,9,54,96,21
50,9,54,90,80
50,9,54,85,91
50,9,53,84,87
49,9,53,85,78
50,9,53,95,76
50,9,53,97,77
50,9,54,98,81
50,9,54,96,86
50,9,54,94,90
50,9,55,89,90
50,9,55,90,90
50,9,55,90,93
50,9,55,94,90
50,9,55,93,92
50,9,54,91,91
50,9,54,93,89
49,9,54,88,90
50,10,54,88,95
49,9,54,88,91
49,10,53,88,90
50,10,53,90,92
50,10,54,90,92
49,11,53,90,92
50,11,54,91,93
50,12,53,89,94
50,12,53,92,92
49,13,54,94,91
49,14,54,93,89
49,15,54,92,90
49,16,54,90,88
49,17,53,91,90
49,19,54,90,90
49,20,53,90,90
49,22,53,90,89
49,25,53,91,90
49,27,53,89,90
50,30,53,93,88
50,34,52,89,91
50,35,51,89,92
50,37,51,89,89
49,40,49,90,90
49,46,46,91,84
49,48,45,93,-94
49,45,47,93,-94
49,37,50,100,-94
49,30,52,99,-95
49,22,53,98,-98
50,18,53,98,-99
50,15,53,96,-102
50,12,53,99,-103
49,11,53,101,-101
50,10,54,101,-98
50,10,54,101,-101
49,9,54,103,-98
49,9,53,97,-95
49,9,54,93,37
49,9,54,90,100
49,9,54,88,110
50,9,54,90,93
50,9,54,90,82
50,9,54,93,80
50,9,54,97,84
50,10,55,93,88
50,9,54,92,89
50,9,54,93,89
50,9,55,89,91
50,10,55,90,91
50,9,54,91,90
50,10,54,90,90
50,9,54,91,89
51,10,54,92,88
50,10,54,92,90
50,10,55,94,88
50,10,54,89,89
51,10,54,88,88
51,11,54,89,91
50,11,55,91,89
51,11,55,90,89
50,12,55,93,89
51,12,54,91,90
51,13,54,88,88
50,14,54,89,90
50,15,55,89,90
50,16,55,90,90
50,17,55,90,92
50,18,55,90,91
50,20,55,92,88
49,21,55,92,89
49,23,54,89,90
49,25,55,91,92
48,27,54,89,89
49,29,54,88,92
49,33,53,88,92
50,35,53,89,89
50,38,53,91,89
50,40,52,91,90
50,46,50,89,89
50,48,48,96,-59
49,47,50,89,-88
49,38,52,97,-93
49,34,53,99,-97
49,27,54,101,-100
49,22,54,102,-100
49,17,53,103,-105
49,13,53,102,-98
49,11,53,101,-100
49,10,53,100,-101
49,10,53,98,-100
49,9,54,100,-87
50,9,54,94,-19
50,9,54,90,97
50,9,55,84,107
50,10,54,84,98
50,10,54,91,83
50,9,55,98,79
50,9,54,98,82
50,9,55,97,87
50,9,55,93,87
50,9,55,92,90
50,9,55,91,89
49,9,54,89,86
50,9,55,92,87
50,9,55,94,89
50,9,55,95,90
49,9,55,92,89
50,9,54,94,90
50,9,54,93,88
49,9,54,92,88
50,10,55,87,90
50,9,55,88,87
50,9,56,88,86
50,10,55,89,91
49,10,56,91,90
49,10,56,92,89
49,10,56,93,90
49,10,55,93,91
49,10,55,94,90
49,11,55,92,89
49,11,54,86,92
49,12,55,87,90
49,13,54,91,87
49,13,54,92,93
49,14,54,90,91
49,15,53,91,91
49,16,54,90,91
49,18,53,92,90
49,19,53,86,91
49,20,53,86,88
49,22,53,87,90
49,23,53,87,89
49,25,53,88,89
49,27,53,93,87
49,30,52,94,91
49,32,51,92,93
49,35,51,91,92
49,38,50,90,92
49,41,49,90,91
48,48,43,93,86
48,51,38,95,-95
48,51,38,91,-113
49,41,48,102,-92
49,34,51,105,-93
49,29,52,106,-97
49,22,52,104,-100
48,19,53,101,-101
49,15,53,99,-103
49,12,54,100,-99
49,10,53,101,-99
49,10,53,98,-99
49,10,54,101,-100
50,9,54,101,-96
49,9,54,92,-23
49,9,53,89,56
49,9,54,90,99
49,9,54,88,95
49,9,54,86,87
49,10,54,89,79
49,9,54,91,78
49,9,54,95,84
50,9,54,92,87
50,9,54,90,83
50,9,54,90,87
49,9,54,89,91
49,9,54,91,89
49,9,54,90,90
49,9,54,90,92
50,9,54,90,91
50,9,53,91,88
49,9,53,91,92
49,9,53,92,89
49,10,53,93,90
49,10,53,94,92
49,10,53,91,92
49,12,53,91,92
49,12,53,90,93
49,14,53,88,95
49,15,53,88,91
49,16,53,90,90
49,16,53,89,90
50,16,53,91,89
50,18,53,93,88
50,20,53,92,91
50,22,53,91,88
50,24,53,90,88
50,25,53,90,90
49,27,52,89,94
49,30,53,88,92
49,33,52,88,89
49,36,52,92,90
49,39,51,91,89
49,46,48,89,88
50,48,45,93,-91
49,42,49,98,-93
49,38,50,96,-94
49,34,51,96,-96
49,28,53,98,-97
49,22,53,98,-96
49,18,53,99,-99
49,14,53,102,-99
49,12,53,102,-100
49,10,53,103,-96
49,10,53,103,-97
49,9,53,101,-99
49,9,53,97,-100
50,8,53,91,-21
50,9,53,92,64
50,9,53,93,91
50,10,53,89,103
50,10,53,89,92
50,10,54,92,85
50,10,53,95,81
51,9,54,97,82
51,9,53,95,78
50,9,53,93,81
50,9,52,87,87
50,9,53,91,91
50,9,53,92,91
51,8,52,91,91
50,9,53,90,91
50,9,53,90,91
50,10,53,92,91
50,10,52,91,89
50,10,52,90,90
50,10,52,90,87
51,10,51,89,87
51,10,51,90,91
51,11,52,90,91
52,12,52,90,92
51,13,52,91,90
51,13,52,91,91
50,15,52,91,91
50,15,53,90,89
49,14,52,93,90
49,14,52,93,90
49,15,52,92,89
48,18,53,90,92
48,24,53,86,91
48,27,53,88,89
48,30,53,90,89
48,31,53,90,91
49,33,53,92,90
49,35,53,93,90
49,37,52,93,90
49,39,52,92,93
51,47,49,87,85
51,50,48,93,-95
51,44,51,99,-88
51,23,53,98,-96
51,20,53,100,-95
51,16,53,103,-96
51,14,54,103,-99
50,12,54,99,-101
49,10,55,97,-98
49,9,54,99,-100
49,9,55,103,-98
49,9,55,98,-82
48,9,55,90,67
48,9,55,91,94
48,9,55,90,97
48,9,55,92,82
48,9,55,91,77
48,9,55,94,80
48,9,55,96,86
49,9,55,94,90
49,9,55,93,88
49,9,55,93,91
49,9,55,91,88
50,9,55,89,89
50,9,55,89,89
50,9,56,93,92
50,9,55,89,91
51,9,55,90,90
50,9,55,92,91
51,8,55,91,89
51,9,55,88,89
50,9,54,90,91
50,9,53,89,88
50,9,53,91,91
50,9,52,87,91
50,10,51,89,92
49,9,46,90,93
50,9,41,91,92
50,10,32,89,91
50,10,27,90,95
50,10,23,91,88
50,12,15,89,90
50,10,13,92,92
50,6,9,89,87
49,6,9,91,91
49,10,8,90,90
47,10,8,88,89
42,7,9,92,92
34,3,8,91,89
23,3,9,88,89
15,4,9,90,88
8,6,10,90,89
6,8,14,91,90
6,8,14,89,88
5,8,15,88,84
5,8,15,89,84
5,9,16,88,86
5,8,25,88,90
5,9,35,91,92
5,10,44,93,94
5,13,49,91,92
5,17,52,91,92
6,25,54,89,91
6,34,54,90,91
6,44,55,88,88
8,51,54,87,90
11,55,54,86,90
15,55,54,87,87
22,55,54,93,90
31,56,54,91,90
37,56,54,88,89
